url,scheme,host,path,query,base_url,source_category,endpoint_type,endpoint_family,occurrences,found_in
https://blog.gov.bc.ca/app/uploads/sites/786/2025/06/2025_Generic-FC-Map_Blog_1200x628KFC.png,https,blog.gov.bc.ca,/app/uploads/sites/786/2025/06/2025_Generic-FC-Map_Blog_1200x628KFC.png,,https://blog.gov.bc.ca/app/uploads/sites/786/2025/06/2025_Generic-FC-Map_Blog_1200x628KFC.png,BC Gov Blog API/Asset,HTTP,/app/uploads/sites,1,all_requests.txt
https://blog.gov.bc.ca/app/uploads/sites/786/2025/06/2025_Generic-FC-Map_Blog_1200x628NWFC.png,https,blog.gov.bc.ca,/app/uploads/sites/786/2025/06/2025_Generic-FC-Map_Blog_1200x628NWFC.png,,https://blog.gov.bc.ca/app/uploads/sites/786/2025/06/2025_Generic-FC-Map_Blog_1200x628NWFC.png,BC Gov Blog API/Asset,HTTP,/app/uploads/sites,1,all_requests.txt
https://blog.gov.bc.ca/app/uploads/sites/786/2025/12/RI_1-e1770683873705.jpg,https,blog.gov.bc.ca,/app/uploads/sites/786/2025/12/RI_1-e1770683873705.jpg,,https://blog.gov.bc.ca/app/uploads/sites/786/2025/12/RI_1-e1770683873705.jpg,BC Gov Blog API/Asset,HTTP,/app/uploads/sites,1,all_requests.txt
https://blog.gov.bc.ca/bcwildfire/wp-json/wp/v2/posts?tags=543&_embed&per_page=15,https,blog.gov.bc.ca,/bcwildfire/wp-json/wp/v2/posts,tags=543&_embed&per_page=15,https://blog.gov.bc.ca/bcwildfire/wp-json/wp/v2/posts,BC Gov Blog API/Asset,WordPress API,/bcwildfire/wp-json/wp/v2,2,all_requests.txt; api_endpoints.txt
https://blog.gov.bc.ca/bcwildfire/wp-json/wp/v2/tags?slug=app,https,blog.gov.bc.ca,/bcwildfire/wp-json/wp/v2/tags,slug=app,https://blog.gov.bc.ca/bcwildfire/wp-json/wp/v2/tags,BC Gov Blog API/Asset,WordPress API,/bcwildfire/wp-json/wp/v2,2,all_requests.txt; api_endpoints.txt
https://cdn.arcgis.com/sharing/rest/content/items/63c47b7177f946b49902c24129b87252/resources/sprites/sprite.json,https,cdn.arcgis.com,/sharing/rest/content/items/63c47b7177f946b49902c24129b87252/resources/sprites/sprite.json,,https://cdn.arcgis.com/sharing/rest/content/items/63c47b7177f946b49902c24129b87252/resources/sprites/sprite.json,ArcGIS/Esri,HTTP,/sharing/rest/content,1,all_requests.txt
https://cdn.arcgis.com/sharing/rest/content/items/63c47b7177f946b49902c24129b87252/resources/sprites/sprite.png,https,cdn.arcgis.com,/sharing/rest/content/items/63c47b7177f946b49902c24129b87252/resources/sprites/sprite.png,,https://cdn.arcgis.com/sharing/rest/content/items/63c47b7177f946b49902c24129b87252/resources/sprites/sprite.png,ArcGIS/Esri,HTTP,/sharing/rest/content,1,all_requests.txt
https://cdn.jsdelivr.net/npm/iso8601-js-period@0.2.1/iso8601.min.js,https,cdn.jsdelivr.net,/npm/iso8601-js-period@0.2.1/iso8601.min.js,,https://cdn.jsdelivr.net/npm/iso8601-js-period@0.2.1/iso8601.min.js,cdn.jsdelivr.net,HTTP,/npm/iso8601-js-period@0.2.1/iso8601.min.js,1,all_requests.txt
https://cdn.jsdelivr.net/npm/leaflet-timedimension@1.1.1/dist/leaflet.timedimension.control.min.css,https,cdn.jsdelivr.net,/npm/leaflet-timedimension@1.1.1/dist/leaflet.timedimension.control.min.css,,https://cdn.jsdelivr.net/npm/leaflet-timedimension@1.1.1/dist/leaflet.timedimension.control.min.css,cdn.jsdelivr.net,HTTP,/npm/leaflet-timedimension@1.1.1/dist,1,all_requests.txt
https://cdn.jsdelivr.net/npm/leaflet-timedimension@1.1.1/dist/leaflet.timedimension.min.js,https,cdn.jsdelivr.net,/npm/leaflet-timedimension@1.1.1/dist/leaflet.timedimension.min.js,,https://cdn.jsdelivr.net/npm/leaflet-timedimension@1.1.1/dist/leaflet.timedimension.min.js,cdn.jsdelivr.net,HTTP,/npm/leaflet-timedimension@1.1.1/dist,1,all_requests.txt
https://fonts.gstatic.com/s/materialicons/v143/flUhRq6tzZclQEJ-Vdg-IuiaDsNcIhQ8tQ.woff2,https,fonts.gstatic.com,/s/materialicons/v143/flUhRq6tzZclQEJ-Vdg-IuiaDsNcIhQ8tQ.woff2,,https://fonts.gstatic.com/s/materialicons/v143/flUhRq6tzZclQEJ-Vdg-IuiaDsNcIhQ8tQ.woff2,fonts.gstatic.com,HTTP,/s/materialicons/v143,1,all_requests.txt
https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3KUBGEe.woff2,https,fonts.gstatic.com,/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3KUBGEe.woff2,,https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3KUBGEe.woff2,fonts.gstatic.com,HTTP,/s/roboto/v48,1,all_requests.txt
https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2,https,fonts.gstatic.com,/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2,,https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2,fonts.gstatic.com,HTTP,/s/roboto/v48,1,all_requests.txt
https://i.ytimg.com/vi/2KYqtwQkJns/default.jpg,https,i.ytimg.com,/vi/2KYqtwQkJns/default.jpg,,https://i.ytimg.com/vi/2KYqtwQkJns/default.jpg,i.ytimg.com,HTTP,/vi/2KYqtwQkJns/default.jpg,1,all_requests.txt
https://i.ytimg.com/vi/9GsACgeyXkA/default.jpg,https,i.ytimg.com,/vi/9GsACgeyXkA/default.jpg,,https://i.ytimg.com/vi/9GsACgeyXkA/default.jpg,i.ytimg.com,HTTP,/vi/9GsACgeyXkA/default.jpg,1,all_requests.txt
https://i.ytimg.com/vi/DgshGq_Y1J0/default.jpg?sqp=-oaymwEkCHgQWvKriqkDGvABAfgB_gmAAtAFigIMCAAQARhfIGUoTjAP&rs=AOn4CLDpYBSH2w6yTehZ7eY8kMqDOXWjFA,https,i.ytimg.com,/vi/DgshGq_Y1J0/default.jpg,sqp=-oaymwEkCHgQWvKriqkDGvABAfgB_gmAAtAFigIMCAAQARhfIGUoTjAP&rs=AOn4CLDpYBSH2w6yTehZ7eY8kMqDOXWjFA,https://i.ytimg.com/vi/DgshGq_Y1J0/default.jpg,i.ytimg.com,HTTP,/vi/DgshGq_Y1J0/default.jpg,1,all_requests.txt
https://i.ytimg.com/vi/GQSgSl_j8Ps/default.jpg,https,i.ytimg.com,/vi/GQSgSl_j8Ps/default.jpg,,https://i.ytimg.com/vi/GQSgSl_j8Ps/default.jpg,i.ytimg.com,HTTP,/vi/GQSgSl_j8Ps/default.jpg,1,all_requests.txt
https://i.ytimg.com/vi/LEWp20_O7sE/default.jpg,https,i.ytimg.com,/vi/LEWp20_O7sE/default.jpg,,https://i.ytimg.com/vi/LEWp20_O7sE/default.jpg,i.ytimg.com,HTTP,/vi/LEWp20_O7sE/default.jpg,1,all_requests.txt
https://i.ytimg.com/vi/O67fh44k38A/default.jpg,https,i.ytimg.com,/vi/O67fh44k38A/default.jpg,,https://i.ytimg.com/vi/O67fh44k38A/default.jpg,i.ytimg.com,HTTP,/vi/O67fh44k38A/default.jpg,1,all_requests.txt
https://i.ytimg.com/vi/PCdhfJSgiaY/default.jpg?sqp=-oaymwEkCHgQWvKriqkDGvABAfgB_gmAAtAFigIMCAAQARhjIGUoVjAP&rs=AOn4CLAZt2wabDyP6_RxdiQbnCN1gWeVtA,https,i.ytimg.com,/vi/PCdhfJSgiaY/default.jpg,sqp=-oaymwEkCHgQWvKriqkDGvABAfgB_gmAAtAFigIMCAAQARhjIGUoVjAP&rs=AOn4CLAZt2wabDyP6_RxdiQbnCN1gWeVtA,https://i.ytimg.com/vi/PCdhfJSgiaY/default.jpg,i.ytimg.com,HTTP,/vi/PCdhfJSgiaY/default.jpg,1,all_requests.txt
https://i.ytimg.com/vi/XIDoDnneMGg/default.jpg?sqp=-oaymwEkCHgQWvKriqkDGvABAfgB_gmAAtAFigIMCAAQARgzIFEofzAP&rs=AOn4CLD7IpSp7LgqWHlcRzMh1K2nk1t-3w,https,i.ytimg.com,/vi/XIDoDnneMGg/default.jpg,sqp=-oaymwEkCHgQWvKriqkDGvABAfgB_gmAAtAFigIMCAAQARgzIFEofzAP&rs=AOn4CLD7IpSp7LgqWHlcRzMh1K2nk1t-3w,https://i.ytimg.com/vi/XIDoDnneMGg/default.jpg,i.ytimg.com,HTTP,/vi/XIDoDnneMGg/default.jpg,1,all_requests.txt
https://i.ytimg.com/vi/_XoGj_lRviY/default.jpg,https,i.ytimg.com,/vi/_XoGj_lRviY/default.jpg,,https://i.ytimg.com/vi/_XoGj_lRviY/default.jpg,i.ytimg.com,HTTP,/vi/_XoGj_lRviY/default.jpg,1,all_requests.txt
https://i.ytimg.com/vi_webp/sMIIKmXWM_0/default.webp,https,i.ytimg.com,/vi_webp/sMIIKmXWM_0/default.webp,,https://i.ytimg.com/vi_webp/sMIIKmXWM_0/default.webp,i.ytimg.com,HTTP,/vi_webp/sMIIKmXWM_0/default.webp,1,all_requests.txt
https://jnn-pa.googleapis.com/$rpc/google.internal.waa.v1.Waa/GenerateIT,https,jnn-pa.googleapis.com,/$rpc/google.internal.waa.v1.Waa/GenerateIT,,https://jnn-pa.googleapis.com/$rpc/google.internal.waa.v1.Waa/GenerateIT,jnn-pa.googleapis.com,HTTP,/$rpc/google.internal.waa.v1.Waa/GenerateIT,1,all_requests.txt
"https://maps.prod.bcwildfireservices.com/?service=WMS&request=GetMap&layers=WHSE_LAND_AND_NATURAL_RESOURCE.PROT_BANS_AND_PROHIBITIONS_SP&styles=&format=image%2Fpng&transparent=true&version=1.1.1&sld_body=%3C%3Fxml%20version%3D%221.0%22%20encoding%3D%22ISO-8859-1%22%3F%3E%0A%3CStyledLayerDescriptor%20xmlns%3D%22http%3A%2F%2Fwww.opengis.net%2Fsld%22%20xmlns%3Asld%3D%22http%3A%2F%2Fwww.opengis.net%2Fsld%22%20xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%20xmlns%3Agml%3D%22http%3A%2F%2Fwww.opengis.net%2Fgml%22%20version%3D%221.0.0%22%3E%0A%09%3CNamedLayer%3E%0A%09%09%3CName%3Epub%3AWHSE_LAND_AND_NATURAL_RESOURCE.PROT_BANS_AND_PROHIBITIONS_SP%3C%2FName%3E%0A%09%09%3CUserStyle%3E%0A%09%09%09%3CName%3Estyle%3C%2FName%3E%0A%20%20%20%20%20%20%20%20%20%20%20%20%3CIsDefault%3E1%3C%2FIsDefault%3E%0A%09%09%09%3CFeatureTypeStyle%3E%0A%09%09%09%09%3CRule%3E%0A%09%09%09%09%09%3CTitle%3Ehighlight%3C%2FTitle%3E%0A%09%09%09%09%09%3CPolygonSymbolizer%3E%0A%09%09%09%09%09%09%3CFill%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22fill%22%3E%23ffff56%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22fill-opacity%22%3E0.6%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%3C%2FFill%3E%0A%09%09%09%09%09%09%3CStroke%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke%22%3E%23000000%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke-width%22%3E3%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke-opacity%22%3E1.0%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%3C%2FStroke%3E%0A%09%09%09%09%09%3C%2FPolygonSymbolizer%3E%0A%09%09%09%09%3C%2FRule%3E%0A%09%09%09%3C%2FFeatureTypeStyle%3E%0A%09%09%3C%2FUserStyle%3E%0A%09%3C%2FNamedLayer%3E%0A%3C%2FStyledLayerDescriptor%3E%0A&cql_filter=ACCESS_PROHIBITION_DESCRIPTION%20LIKE%20%27%25Category%203%25%27&width=1000&height=1000&srs=EPSG%3A3857&bbox=-15145538.532537967,5361598.912035405,-10253568.722286684,10253568.722286686",https,maps.prod.bcwildfireservices.com,/,"service=WMS&request=GetMap&layers=WHSE_LAND_AND_NATURAL_RESOURCE.PROT_BANS_AND_PROHIBITIONS_SP&styles=&format=image%2Fpng&transparent=true&version=1.1.1&sld_body=%3C%3Fxml%20version%3D%221.0%22%20encoding%3D%22ISO-8859-1%22%3F%3E%0A%3CStyledLayerDescriptor%20xmlns%3D%22http%3A%2F%2Fwww.opengis.net%2Fsld%22%20xmlns%3Asld%3D%22http%3A%2F%2Fwww.opengis.net%2Fsld%22%20xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%20xmlns%3Agml%3D%22http%3A%2F%2Fwww.opengis.net%2Fgml%22%20version%3D%221.0.0%22%3E%0A%09%3CNamedLayer%3E%0A%09%09%3CName%3Epub%3AWHSE_LAND_AND_NATURAL_RESOURCE.PROT_BANS_AND_PROHIBITIONS_SP%3C%2FName%3E%0A%09%09%3CUserStyle%3E%0A%09%09%09%3CName%3Estyle%3C%2FName%3E%0A%20%20%20%20%20%20%20%20%20%20%20%20%3CIsDefault%3E1%3C%2FIsDefault%3E%0A%09%09%09%3CFeatureTypeStyle%3E%0A%09%09%09%09%3CRule%3E%0A%09%09%09%09%09%3CTitle%3Ehighlight%3C%2FTitle%3E%0A%09%09%09%09%09%3CPolygonSymbolizer%3E%0A%09%09%09%09%09%09%3CFill%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22fill%22%3E%23ffff56%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22fill-opacity%22%3E0.6%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%3C%2FFill%3E%0A%09%09%09%09%09%09%3CStroke%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke%22%3E%23000000%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke-width%22%3E3%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke-opacity%22%3E1.0%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%3C%2FStroke%3E%0A%09%09%09%09%09%3C%2FPolygonSymbolizer%3E%0A%09%09%09%09%3C%2FRule%3E%0A%09%09%09%3C%2FFeatureTypeStyle%3E%0A%09%09%3C%2FUserStyle%3E%0A%09%3C%2FNamedLayer%3E%0A%3C%2FStyledLayerDescriptor%3E%0A&cql_filter=ACCESS_PROHIBITION_DESCRIPTION%20LIKE%20%27%25Category%203%25%27&width=1000&height=1000&srs=EPSG%3A3857&bbox=-15145538.532537967,5361598.912035405,-10253568.722286684,10253568.722286686",https://maps.prod.bcwildfireservices.com/,BCWS ArcGIS Service,HTTP,/,2,all_requests.txt; bcws_sources.txt
"https://maps.prod.bcwildfireservices.com/?service=WMS&request=GetMap&layers=WHSE_LAND_AND_NATURAL_RESOURCE.PROT_BANS_AND_PROHIBITIONS_SP&styles=&format=image%2Fpng&transparent=true&version=1.1.1&sld_body=%3C%3Fxml%20version%3D%221.0%22%20encoding%3D%22ISO-8859-1%22%3F%3E%0A%3CStyledLayerDescriptor%20xmlns%3D%22http%3A%2F%2Fwww.opengis.net%2Fsld%22%20xmlns%3Asld%3D%22http%3A%2F%2Fwww.opengis.net%2Fsld%22%20xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%20xmlns%3Agml%3D%22http%3A%2F%2Fwww.opengis.net%2Fgml%22%20version%3D%221.0.0%22%3E%0A%09%3CNamedLayer%3E%0A%09%09%3CName%3Epub%3AWHSE_LAND_AND_NATURAL_RESOURCE.PROT_BANS_AND_PROHIBITIONS_SP%3C%2FName%3E%0A%09%09%3CUserStyle%3E%0A%09%09%09%3CName%3Estyle%3C%2FName%3E%0A%20%20%20%20%20%20%20%20%20%20%20%20%3CIsDefault%3E1%3C%2FIsDefault%3E%0A%09%09%09%3CFeatureTypeStyle%3E%0A%09%09%09%09%3CRule%3E%0A%09%09%09%09%09%3CTitle%3Ehighlight%3C%2FTitle%3E%0A%09%09%09%09%09%3CPolygonSymbolizer%3E%0A%09%09%09%09%09%09%3CFill%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22fill%22%3E%23ffff56%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22fill-opacity%22%3E0.6%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%3C%2FFill%3E%0A%09%09%09%09%09%09%3CStroke%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke%22%3E%23000000%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke-width%22%3E3%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke-opacity%22%3E1.0%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%3C%2FStroke%3E%0A%09%09%09%09%09%3C%2FPolygonSymbolizer%3E%0A%09%09%09%09%3C%2FRule%3E%0A%09%09%09%3C%2FFeatureTypeStyle%3E%0A%09%09%3C%2FUserStyle%3E%0A%09%3C%2FNamedLayer%3E%0A%3C%2FStyledLayerDescriptor%3E%0A&cql_filter=ACCESS_PROHIBITION_DESCRIPTION%20LIKE%20%27%25Category%203%25%27&width=1000&height=1000&srs=EPSG%3A3857&bbox=-20037508.342789244,5361598.912035405,-15145538.532537967,10253568.722286686",https,maps.prod.bcwildfireservices.com,/,"service=WMS&request=GetMap&layers=WHSE_LAND_AND_NATURAL_RESOURCE.PROT_BANS_AND_PROHIBITIONS_SP&styles=&format=image%2Fpng&transparent=true&version=1.1.1&sld_body=%3C%3Fxml%20version%3D%221.0%22%20encoding%3D%22ISO-8859-1%22%3F%3E%0A%3CStyledLayerDescriptor%20xmlns%3D%22http%3A%2F%2Fwww.opengis.net%2Fsld%22%20xmlns%3Asld%3D%22http%3A%2F%2Fwww.opengis.net%2Fsld%22%20xmlns%3Aogc%3D%22http%3A%2F%2Fwww.opengis.net%2Fogc%22%20xmlns%3Agml%3D%22http%3A%2F%2Fwww.opengis.net%2Fgml%22%20version%3D%221.0.0%22%3E%0A%09%3CNamedLayer%3E%0A%09%09%3CName%3Epub%3AWHSE_LAND_AND_NATURAL_RESOURCE.PROT_BANS_AND_PROHIBITIONS_SP%3C%2FName%3E%0A%09%09%3CUserStyle%3E%0A%09%09%09%3CName%3Estyle%3C%2FName%3E%0A%20%20%20%20%20%20%20%20%20%20%20%20%3CIsDefault%3E1%3C%2FIsDefault%3E%0A%09%09%09%3CFeatureTypeStyle%3E%0A%09%09%09%09%3CRule%3E%0A%09%09%09%09%09%3CTitle%3Ehighlight%3C%2FTitle%3E%0A%09%09%09%09%09%3CPolygonSymbolizer%3E%0A%09%09%09%09%09%09%3CFill%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22fill%22%3E%23ffff56%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22fill-opacity%22%3E0.6%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%3C%2FFill%3E%0A%09%09%09%09%09%09%3CStroke%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke%22%3E%23000000%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke-width%22%3E3%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%09%3CCssParameter%20name%3D%22stroke-opacity%22%3E1.0%3C%2FCssParameter%3E%0A%09%09%09%09%09%09%3C%2FStroke%3E%0A%09%09%09%09%09%3C%2FPolygonSymbolizer%3E%0A%09%09%09%09%3C%2FRule%3E%0A%09%09%09%3C%2FFeatureTypeStyle%3E%0A%09%09%3C%2FUserStyle%3E%0A%09%3C%2FNamedLayer%3E%0A%3C%2FStyledLayerDescriptor%3E%0A&cql_filter=ACCESS_PROHIBITION_DESCRIPTION%20LIKE%20%27%25Category%203%25%27&width=1000&height=1000&srs=EPSG%3A3857&bbox=-20037508.342789244,5361598.912035405,-15145538.532537967,10253568.722286686",https://maps.prod.bcwildfireservices.com/,BCWS ArcGIS Service,HTTP,/,2,all_requests.txt; bcws_sources.txt
